model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,103,7.736114501953125,2.7813870906829834,2.1805436611175537,2.7883725240826607
seasonal_naive,full,103,8.71242891903364,2.9516823878990843,2.353637626178828,3.010581771986593
linear_ridge,full,103,7.40046579682379,2.7203797155588023,2.103214296013792,2.685369113044657
linear_lasso,full,103,17.142476138367858,4.140347345135171,3.616392057844736,4.6237073139484295
tsm,full,103,4.202436447143555,2.0499844551086426,1.6088528633117676,2.0674489438533783
TSM+LLM-COT-RF-HDELTA,llm_subset,4,3.199489679842862,1.788711737492339,1.4351187202050961,1.8507806732815701
naive_persistence_llm_subset,llm_subset,4,6.759868144989014,2.5999746322631836,2.123333215713501,2.718987502157688
seasonal_naive_llm_subset,llm_subset,4,9.68218584057128,3.11162109527675,2.5981674830118817,3.330529766315588
linear_ridge_llm_subset,llm_subset,4,6.540887537083957,2.5575158918536474,2.0228508631388347,2.59225100358054
linear_lasso_llm_subset,llm_subset,4,16.004773297152134,4.000596617649939,3.522025299072266,4.515236565879568
tsm_llm_subset,llm_subset,4,3.9014711380004883,1.9752142429351807,1.646145224571228,2.1313365548849106
