url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,cheap_gate_pass,cheap_gate_hits
http://www.prnewswire.com/news-releases/activated-carbon-market-by-type-application-gaseous-phase-region---global-forecast-to-2021-300399041.html,,"Activated Carbon Market by Type , Application , Gaseous Phase , Region",2017-01-31 00:15:00+00:00,http://content.prnewswire.com/images/prn_facebook_sharing_logo.jpg,prnewswire.com,English,United States,2,3,carbon_terms=2;energy_driver,True,out_of_scope
http://english.sina.com/business/2017/0130/1003111.html,,New study calls for action to make stagnant carbon dioxide emissions fall,2017-01-31 00:45:00+00:00,,english.sina.com,English,China,2,3,carbon_terms=3,True,out_of_scope
http://www.eurasiareview.com/31012017-action-needed-to-make-stagnant-co2-emissions-fall/,,Action Needed To Make Stagnant CO2 Emissions Fall – Eurasia Review,2017-01-31 08:30:00+00:00,https://i0.wp.com/www.eurasiareview.com/wp-content/uploads/2017/01/w-61.jpg?fit=825%2C510,eurasiareview.com,English,United States,2,4,eu_context;carbon_terms=2,True,out_of_scope
https://scienceblog.com/491763/action-needed-make-stagnant-carbon-dioxide-emissions-fall/,https://scienceblog.com/491763/action-needed-make-stagnant-carbon-dioxide-emissions-fall/amp/,Action is needed to make stagnant carbon dioxide emissions fall,2017-01-31 18:15:00+00:00,,scienceblog.com,English,United States,2,3,carbon_terms=3,True,out_of_scope
http://www.theenergycollective.com/energy-post/2397448/emissions-trading-time-to-make-it-work,,Emissions Trading : Time to Make It Work,2017-01-31 19:45:00+00:00,,theenergycollective.com,English,United States,1,3,carbon_terms=3,True,out_of_scope
http://www.climatechangenews.com/2017/01/31/new-gas-pipelines-could-face-eu-climate-test/,,New gas pipelines could face EU climate test,2017-01-31 20:45:00+00:00,http://www.climatechangenews.com/files/2017/01/9310870991_57192b577e_k-e1485879865275.jpg,climatechangenews.com,English,France,2,3,eu_context;energy_driver,True,out_of_scope
http://carbon-pulse.com/29833/,,COMMENT : Why is the EU cement sector resisting a CO2 border measure ? « Carbon Pulse,2017-01-31 21:45:00+00:00,,carbon-pulse.com,English,France,1,3,eu_context;carbon_terms=1,True,out_of_scope
http://carbon-pulse.com/29837/,,"EU Market : EUAs rise for 2nd day to eye €5 . 60 test , break",2017-01-31 21:45:00+00:00,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,True,out_of_scope
http://www.openpr.com/news/425701/The-Biopellets-Energy-Market-has-been-significantly-gaining-from-favorable-government-regulations-aimed-at-curbing-carbon-emission-by-increasing-reliance-on-renewable-energy-for-the-purpose-of-generating-power-2024.html,,The Biopellets Energy Market has been significantly gaining from favorable government regulations aimed at curbing carbon emission by increasing reliance on renewable energy for the purpose of generating power : 2024,2017-01-31 22:00:00+00:00,,openpr.com,English,Germany,2,4,carbon_terms=3;energy_driver,True,out_of_scope
http://www.freemalaysiatoday.com/category/nation/2017/02/01/malaysias-first-carbon-credit-firm-to-offset-co2-emissions/,,Malaysia ’ s first carbon credit firm to offset CO2 emissions,2017-02-01 04:45:00+00:00,http://s3media.freemalaysiatoday.com/wp-content/uploads/2017/02/tangtoosiah.jpg,freemalaysiatoday.com,English,Malaysia,2,3,carbon_terms=3,True,out_of_scope
