model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,144,32.05109405517578,5.661368370056152,3.575324058532715,6.442694365978241
seasonal_naive,full,144,34.23765341765504,5.851295020562119,3.798430501090156,6.828057426133436
linear_ridge,full,144,22.486069085158693,4.741947815524617,2.789278064833747,5.048806555563345
linear_lasso,full,144,24.239772197696304,4.923390315392058,2.9149091535144382,5.219934692952372
tsm,full,144,25.634389877319336,5.063041687011719,3.1025729179382324,5.549551546573639
linear_ridge+LLM-COT-RF-HDELTA,llm_subset,144,22.30950425898698,4.723293793422867,2.7954462120267727,5.067528759249405
naive_persistence_llm_subset,llm_subset,144,32.05109405517578,5.661368370056152,3.575324058532715,6.442694365978241
seasonal_naive_llm_subset,llm_subset,144,34.23765341765504,5.851295020562119,3.798430501090156,6.828057426133436
linear_ridge_llm_subset,llm_subset,144,22.486069085158693,4.741947815524617,2.789278064833747,5.048806555563345
linear_lasso_llm_subset,llm_subset,144,24.239772197696304,4.923390315392058,2.9149091535144382,5.219934692952372
tsm_llm_subset,llm_subset,144,25.634389877319336,5.063041687011719,3.1025729179382324,5.549551546573639
