model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,382,20.87192153930664,4.56857967376709,3.4119198322296143,4.712919518351555
seasonal_naive,full,382,23.114802934454985,4.807785658123185,3.6630977557383697,5.0558388680014446
linear_ridge,full,382,20.891637573558686,4.570737093025444,3.3478216617311274,4.6949045001569
linear_lasso,full,382,23.27347803778573,4.8242593253043236,3.902574561154031,5.320961048117231
tsm,full,382,15.294339179992676,3.9107978343963623,2.694622755050659,3.731595352292061
TSM+LLM-COT-RF,llm_subset,382,13.377793186436541,3.657566566234515,2.641918803935692,3.6229111431880865
naive_persistence_llm_subset,llm_subset,382,20.87192153930664,4.56857967376709,3.4119198322296143,4.712919518351555
seasonal_naive_llm_subset,llm_subset,382,23.114802934454985,4.807785658123185,3.6630977557383697,5.0558388680014446
linear_ridge_llm_subset,llm_subset,382,20.891637573558686,4.570737093025444,3.3478216617311274,4.6949045001569
linear_lasso_llm_subset,llm_subset,382,23.27347803778573,4.8242593253043236,3.902574561154031,5.320961048117231
tsm_llm_subset,llm_subset,382,15.294339179992676,3.9107978343963623,2.694622755050659,3.731595352292061
