_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales,llm_importance,llm_vote_agreement,llm_score_importance_nopen,llm_score_importance,llm_importance_votes
0,http://www.independent.com.mt/articles/2017-01-01/local-news/Italy-banks-on-Malta-s-EU-Presidency-support-in-new-drive-to-expel-irregular-migrants-6736168479,,Italy banks on Malta EU Presidency support in new drive to expel irregular migrants,2017-01-01,http://www.independent.com.mt/file.aspx?f=136617,independent.com.mt,English,Malta,2,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU ETS price not directly affected by migration policy or Malta Presidency support."", ""EU ETS price is not directly impacted by migration policy or Malta\u2019s presidency initiatives."", ""EU ETS price is not directly affected by migration policy or Malta\u2019s presidency actions.""]",1,1.0,-0.1,-0.1,"[1, 1, 1]"
6,http://www.mondovisione.com/media-and-resources/news/eex-trading-results-for-january-2017-eex-increases-volumes-in-power-options-an/,,EEX Trading Results For January 2017,2017-02-01,,mondovisione.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""January 2017 EEX results are historical data and do not reflect current or near-term market dynamics."", ""January 2017 data is outdated and irrelevant for current EU ETS price forecasting."", ""January 2017 EEX results are historical data and do not reflect current or near-term market dynamics.""]",1,1.0,-0.1,-0.1,"[1, 2, 1]"
12,http://www.4-traders.com/news/No-to-discrimination-Chemical-industry-calls-for-fair-emissions-trading-system--23809387/,http://www.4-traders.com/amp/news/No-to-discrimination-Chemical-industry-calls-for-fair-emissions-trading-system--23809387/,No to discrimination : Chemical industry calls for fair emissions trading system,2017-02-03,,4-traders.com,English,United States,1,9,eu_ets_strong;carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Chemical industry\u2019s call for fairness may pressure regulators to adjust pricing mechanisms, potentially dampening short-term ETS volatility."", ""Chemical industry push for fairness may signal regulatory adjustments that could affect ETS pricing."", ""Chemical industry\u2019s call for fairness may signal potential regulatory adjustments that could moderate price volatility.""]",6,1.0,-0.6,-0.6,"[6, 7, 5]"
18,http://www.natlawreview.com/article/energy-union-progress-report-emissions-trading-system-eu-mexico-free-trade-agreement,,"Energy Union Progress Report , Emissions Trading System , EU",2017-02-06,http://www.natlawreview.com/sites/default/files/styles/thumbnail/public/article/aux/1141/eu%20eu%20parilment-European-union-flag.jpg?itok=rKDRpc88,natlawreview.com,English,United States,1,11,eu_ets_strong;eu_context;carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""YES""]","[""Emissions Trading System dynamics may be influenced by policy signals, but short-term price direction is uncertain without concrete regulatory or market action."", ""May signal regulatory momentum but lacks concrete pricing signals or policy shifts to drive short-term ETS volatility."", ""EU ETS pricing may respond to policy signals in energy union reforms, though short-term volatility is likely.""]",5,0.6666666666666666,-0.5,-0.3333333333333333,"[5, 5, 7]"
24,http://aero-news.net/getmorefromann.cfm?do=main.textpost&id=6c5d4244-8116-43db-ad95-6fb041260fca,,NBAA : Continued EU,2017-02-08,,aero-news.net,English,United States,1,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Insufficient context to assess short-term price direction with current headline."", ""Lack of specific context on policy or market action makes impact uncertain."", ""Lack of specific context or data in headline makes directional impact uncertain.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
30,http://www.4-traders.com/news/EEX-Auction-News-German-Auction--23850379/,http://www.4-traders.com/amp/news/EEX-Auction-News-German-Auction--23850379/,EEX Auction News : German Auction,2017-02-10,,4-traders.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""German auction results may signal domestic demand shifts but lack broad EU-wide impact."", ""German auction results may signal market sentiment but lack broad EU ETS impact without context."", ""German auction results may signal domestic market sentiment but have limited direct impact on EU-wide ETS pricing.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
36,http://carbon-pulse.com/30530/,,EU ETS reform : A guide to the European Parliament vote « Carbon Pulse,2017-02-14,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Parliament vote may delay or alter reform timing, affecting market expectations but not immediate price direction."", ""Parliament vote may delay or alter reform details, affecting market expectations but not immediately pricing."", ""Parliament vote may delay or alter reform, but no immediate price signal is expected.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
42,http://splash247.com/european-politicians-vote-to-add-shipping-to-regional-emissions-trading-system/,,European politicians vote to add shipping to regional emissions trading system,2017-02-16,http://splash247.com/wp-content/uploads/2015/07/Ship-pollution-environment.jpg,splash247.com,English,China,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Shipping emissions are a significant but previously unregulated sector, and inclusion could drive up demand for carbon credits."", ""Shipping emissions are a significant but previously excluded sector; inclusion may drive upward pressure on EU ETS prices."", ""Shipping emissions are a significant but previously unregulated sector, and inclusion could drive up demand for EU ETS allowances.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
48,https://www.einnews.com/event/46992/argus_emissions_market_2017,,"Argus Emissions Market 2017 , Czech Republic",2017-02-18,,einnews.com,English,United States,1,3,carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Czech Republic\u2019s 2017 emissions data is outdated and not directly relevant to current EU ETS price movements."", ""Czech Republic\u2019s 2017 emissions data is historical and not directly predictive for current EU ETS pricing."", ""Czech Republic\u2019s 2017 emissions data is historical and not directly predictive of current or near-term EU ETS price movements.""]",2,1.0,-0.2,-0.2,"[2, 2, 2]"
54,http://www.marinelink.com/news/emissions-shipping-stand422291,,ECSA Takes Stand In GHG Emissions Of Shipping,2017-02-21,https://images.marinelink.com/images/maritime/w800/photo-ecsa-70785.jpg,marinelink.com,English,United States,1,2,carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Shipping emissions are a minor but growing component of EU ETS scope, so ECSA\u2019s stance may cause minor market reaction."", ""Shipping emissions are a minor but growing part of EU ETS scope, so ECSA\u2019s stance may have limited immediate price impact."", ""Shipping emissions are a minor but growing component of EU ETS scope, so ECSA\u2019s stance may have limited short-term price impact.""]",3,1.0,-0.3,-0.3,"[3, 3, 3]"
