_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales,llm_importance,llm_vote_agreement,llm_score_importance_nopen,llm_score_importance,llm_importance_votes
5,http://carbon-pulse.com/29889/,,EU Market : EUAs hold on to recent gains as experts diverge on next moves « Carbon Pulse,2017-02-01,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Market sentiment remains bullish despite expert divergence, suggesting short-term support for EUA prices."", ""Market sentiment remains cautious but prices are holding steady amid divergent expert forecasts."", ""Market sentiment remains bullish despite expert\u5206\u6b67, suggesting short-term price resilience.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
11,http://carbon-pulse.com/30043/,,EU Market : EUAs slip again on light selling but hold bulk of week ’ s gains « Carbon Pulse,2017-02-03,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Short-term selling pressure may be temporary but lacks strong fundamental support."", ""Short-term selling pressure may temporarily depress prices but lacks sustained momentum."", ""Short-term selling pressure may dampen prices but lacks enough volume to trigger a sustained drop.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
17,https://www.traveldailynews.com/post/european-commission-adopts-proposal-for-aviation-emissions-trading-system,,European Commission adopts proposal for aviation emissions trading system,2017-02-06,https://www.traveldailynews.com/assets/thumbnails/c4/c44fa128f003e3e307d4d86f8dcce599.jpg,traveldailynews.com,English,United States,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Aviation emissions are a significant sector under EU ETS, and new regulations could increase compliance costs and tighten caps, potentially boosting prices."", ""Aviation emissions are a significant sector in EU ETS, and new regulations could increase compliance costs and drive price upward."", ""Aviation emissions trading could expand EU ETS coverage and increase demand for carbon credits.""]",7,1.0,0.7,0.7,"[7, 7, 7]"
23,http://www.edie.net/news/11/Does-Brexit-offer-a-golden-opportunity-to-pursue-ETS-alternatives/,,Does Brexit offer a  golden opportunity  to pursue EU ETS alternatives ? ,2017-02-08,http://edienet.s3.amazonaws.com/news/images/34458.jpg,edie.net,English,United Kingdom,1,8,eu_ets_strong;eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Brexit may shift carbon policy focus but doesn\u2019t guarantee immediate ETS price decline or alternative adoption."", ""Brexit may shift carbon pricing dynamics but doesn\u2019t guarantee a short-term ETS price surge or alternative adoption."", ""Brexit may shift carbon pricing dynamics but doesn\u2019t guarantee immediate ETS price collapse or alternatives gain traction.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
29,https://www.gov.uk/government/publications/aircraft-operator-guide-how-to-comply-with-phase-iii-of-the-eu-ets,,EU ETS Phase III : guidance for aircraft operators,2017-02-10,https://assets.publishing.service.gov.uk/static/opengraph-image-a1f7d89ffd0782738b1aeb0da37842d8bd0addbd724b8e58c3edbc7287cc11de.png,gov.uk,English,United Kingdom,1,8,eu_ets_strong;eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Guidance for aircraft operators may influence emissions trading behavior but doesn\u2019t directly alter market fundamentals."", ""Guidance may influence compliance costs but doesn\u2019t directly alter market fundamentals or trading volume."", ""Aircraft operator guidance may influence emissions trading behavior but doesn\u2019t directly drive short-term price volatility.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
35,http://carbon-pulse.com/30520/,,COMMENT : Should the united kingdom stay or should it go ? The consequences of a divorce with the EU ETS « Carbon Pulse,2017-02-14,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""UK\u2019s exit from EU ETS could trigger market volatility and reshape carbon pricing dynamics in its post-Brexit trading regime."", ""UK\u2019s exit from EU ETS could trigger market volatility and reprice carbon allowances in its own system."", ""UK\u2019s departure from EU ETS could trigger market volatility and pricing uncertainty.""]",7,1.0,-0.7,-0.7,"[7, 7, 7]"
41,http://www.seatrade-maritime.com/news/europe/industry-associations-hit-out-as-eu-persists-with-plan-to-include-shipping-in-emissions-trading-system.html,,Industry associations hit out as EU persists with plan to include shipping in Emissions Trading System,2017-02-16,http://www.seatrade-maritime.com/media/k2/items/cache/570f746cec16d783a7057aa2ddb17062_XL.jpg,seatrade-maritime.com,English,China,1,11,eu_ets_strong;eu_context;carbon_terms=3,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Industry backlash may delay implementation but unlikely to cause immediate price collapse."", ""Industry backlash may delay or weaken implementation, but EU policy remains firm and likely to push prices higher in the long run."", ""Industry backlash may delay implementation but not reverse policy, potentially affecting market sentiment.""]",6,1.0,-0.6,-0.6,"[6, 6, 6]"
47,http://pt.euronews.com/2017/02/18/o-compromisso-dos-eua-com-a-nato-e-inquebravel-garante-mike-pence,,"  O compromisso dos EUA com a NATO é  inquebrável , garante Mike Pence",2017-02-18,http://static.euronews.com/articles/358265/1000x563_358265.jpg,pt.euronews.com,English,United States,1,8,eu_ets_strong;eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Irrelevant to EU ETS pricing; NATO commitment is geopolitical, not carbon market-related."", ""No direct financial or carbon market impact, as NATO commitments are geopolitical, not carbon policy-related."", ""No direct financial or carbon trading impact, as NATO commitments are geopolitical, not economic or regulatory.""]",1,1.0,-0.1,-0.1,"[1, 1, 1]"
53,http://www.miningglobal.com/operations/2230/What-is-the-future-of-coal-power-in-Europe,,What is the future of coal power in Europe ? ,2017-02-21,http://www.miningglobal.com/public/uploads/large/large_502f1400_da55_be58_242a_473c0ed5e539.jpg,miningglobal.com,English,Australia,1,3,eu_context;energy_driver,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Coal\u2019s phase-out timeline in EU ETS affects long-term price pressure but short-term volatility is less direct."", ""Coal phase-out timelines in EU ETS affect carbon pricing but are not immediate or deterministic."", ""Coal's phase-out timeline in EU ETS affects long-term price pressure but short-term volatility is less direct.""]",5,1.0,-0.5,-0.5,"[5, 5, 5]"
59,http://www.downtoearth.org.in/blog/eu-at-crossroads-in-climate-negotiations-57203,,EU at crossroads of climate negotiations,2017-02-23,http://cdn.downtoearth.org.in/library/medium/2017-02-23/0.33101200_1487838910_climate-chnage-10.jpg,downtoearth.org.in,English,India,1,2,eu_context,NO,-1,"[""YES"", ""NO"", ""NO""]","[""Climate negotiations may influence policy changes that directly affect EU ETS pricing."", ""Climate negotiations may influence policy but short-term ETS price volatility is unlikely without immediate regulatory changes."", ""Climate negotiations may influence policy but short-term ETS price volatility is unlikely without immediate regulatory changes.""]",5,0.6666666666666666,-0.5,-0.3333333333333333,"[7, 5, 5]"
