_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales
0,http://www.independent.com.mt/articles/2017-01-01/local-news/Italy-banks-on-Malta-s-EU-Presidency-support-in-new-drive-to-expel-irregular-migrants-6736168479,,Italy banks on Malta EU Presidency support in new drive to expel irregular migrants,2017-01-01,http://www.independent.com.mt/file.aspx?f=136617,independent.com.mt,English,Malta,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline relates to migration policy and not directly to carbon pricing or EU ETS market dynamics."", ""The headline relates to migration policy and not directly to carbon pricing or EU ETS market dynamics."", ""The headline relates to migration policy and not directly to carbon pricing or EU ETS market dynamics.""]"
6,http://www.mondovisione.com/media-and-resources/news/eex-trading-results-for-january-2017-eex-increases-volumes-in-power-options-an/,,EEX Trading Results For January 2017,2017-02-01,,mondovisione.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""January 2017 EEX trading results alone do not indicate short-term trends in EU ETS carbon prices without context on volume, price movements, or market sentiment."", ""January 2017 EEX trading results alone do not indicate short-term trends in EU ETS carbon prices without context on volume, price movements, or market sentiment."", ""January 2017 EEX trading results alone do not indicate short-term trends in EU ETS carbon prices without context on volume, price movements, or market sentiment.""]"
12,http://www.4-traders.com/news/No-to-discrimination-Chemical-industry-calls-for-fair-emissions-trading-system--23809387/,http://www.4-traders.com/amp/news/No-to-discrimination-Chemical-industry-calls-for-fair-emissions-trading-system--23809387/,No to discrimination : Chemical industry calls for fair emissions trading system,2017-02-03,,4-traders.com,English,United States,1,9,eu_ets_strong;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""The chemical industry\u2019s call for a fair emissions trading system signals potential policy reforms that could boost market confidence and support carbon prices."", ""The chemical industry\u2019s call for a fair emissions trading system signals potential policy reforms that could boost market confidence and support carbon prices."", ""The chemical industry\u2019s call for a fair emissions trading system signals potential policy reforms that could boost market confidence and support carbon prices.""]"
18,http://www.natlawreview.com/article/energy-union-progress-report-emissions-trading-system-eu-mexico-free-trade-agreement,,"Energy Union Progress Report , Emissions Trading System , EU",2017-02-06,http://www.natlawreview.com/sites/default/files/styles/thumbnail/public/article/aux/1141/eu%20eu%20parilment-European-union-flag.jpg?itok=rKDRpc88,natlawreview.com,English,United States,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""The Energy Union Progress Report signals policy momentum that could boost EU ETS demand and stabilize or lift carbon prices."", ""The Energy Union Progress Report signals policy momentum that could boost EU ETS demand and stabilize or lift carbon prices."", ""The Energy Union Progress Report signals policy momentum that could boost EU ETS demand and stabilize or lift carbon prices.""]"
24,http://aero-news.net/getmorefromann.cfm?do=main.textpost&id=6c5d4244-8116-43db-ad95-6fb041260fca,,NBAA : Continued EU,2017-02-08,,aero-news.net,English,United States,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Insufficient context to determine impact on EU ETS carbon price."", ""Insufficient context to determine impact on EU ETS carbon price."", ""Insufficient context to determine impact on EU ETS carbon price.""]"
30,http://www.4-traders.com/news/EEX-Auction-News-German-Auction--23850379/,http://www.4-traders.com/amp/news/EEX-Auction-News-German-Auction--23850379/,EEX Auction News : German Auction,2017-02-10,,4-traders.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
36,http://carbon-pulse.com/30530/,,EU ETS reform : A guide to the European Parliament vote « Carbon Pulse,2017-02-14,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""YES""]","[""The EU Parliament vote on ETS reform could unlock new market flexibility and pricing power, boosting short-term carbon price expectations."", ""The EU Parliament vote on ETS reform could unlock new market flexibility and pricing power, boosting short-term carbon price expectations."", ""The EU Parliament vote on ETS reform could unlock new market flexibility and pricing power, boosting short-term carbon price expectations.""]"
42,http://splash247.com/european-politicians-vote-to-add-shipping-to-regional-emissions-trading-system/,,European politicians vote to add shipping to regional emissions trading system,2017-02-16,http://splash247.com/wp-content/uploads/2015/07/Ship-pollution-environment.jpg,splash247.com,English,China,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Adding shipping to the EU ETS expands the scope of regulated emissions, increasing demand for carbon credits and potentially boosting short-term prices."", ""Adding shipping to the EU ETS expands the scope of regulated emissions, increasing demand for carbon credits and potentially boosting short-term prices."", ""Adding shipping to the EU ETS expands the scope of regulated emissions, increasing demand for carbon credits and potentially boosting short-term prices.""]"
48,https://www.einnews.com/event/46992/argus_emissions_market_2017,,"Argus Emissions Market 2017 , Czech Republic",2017-02-18,,einnews.com,English,United States,1,3,carbon_terms=3,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific context about recent market movements, policy changes, or trading activity in the EU ETS to assess short-term impact."", ""The headline lacks specific context about recent market movements, policy changes, or trading activity in the EU ETS to assess short-term impact."", ""The headline lacks specific context about recent market movements, policy changes, or trading activity in the EU ETS to assess short-term impact.""]"
54,http://www.marinelink.com/news/emissions-shipping-stand422291,,ECSA Takes Stand In GHG Emissions Of Shipping,2017-02-21,https://images.marinelink.com/images/maritime/w800/photo-ecsa-70785.jpg,marinelink.com,English,United States,1,2,carbon_terms=2,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline\u2019s impact on EU ETS carbon prices is uncertain without knowing the specific policy or regulatory stance taken by ECSA."", ""The headline\u2019s impact on EU ETS carbon prices is uncertain without knowing the specific policy or regulatory stance taken by ECSA."", ""The headline\u2019s impact on EU ETS carbon prices is uncertain without knowing the specific policy or regulatory stance taken by ECSA.""]"
60,https://www.rte.ie/news/2017/0223/854956-ireland-emission-reduction/,http://www.rte.ie/amp/854956/,IAE : €35bn needed to reach carbon emission targets,2017-02-23,https://img.rasset.ie/000b4f9c-1600.jpg,rte.ie,English,Ireland,1,2,carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""The \u20ac35bn figure signals a significant financial commitment to decarbonization, likely boosting demand for carbon credits and supporting upward pressure on EU ETS prices."", ""The \u20ac35bn figure signals a significant financial commitment to decarbonization, likely boosting demand for carbon credits and supporting upward pressure on EU ETS prices."", ""The \u20ac35bn figure signals a significant financial commitment to decarbonization, likely boosting demand for carbon credits and supporting upward pressure on EU ETS prices.""]"
66,http://www.natlawreview.com/article/week-ahead-european-parliament-february-24-2017,,The Week Ahead in the European Parliament,2017-02-25,http://www.natlawreview.com/sites/default/files/styles/thumbnail/public/article/aux/4544/EU%20stars%20countriesSIDE_3.jpg?itok=NKb_tZLo,natlawreview.com,English,United States,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about policy, market activity, or regulatory changes that would impact the EU ETS carbon price."", ""The headline lacks specific details about policy, market activity, or regulatory changes that would impact the EU ETS carbon price."", ""The headline lacks specific details about policy, market activity, or regulatory changes that would impact the EU ETS carbon price.""]"
72,http://www.ftseglobalmarkets.com/news/eex-belektron-to-open-emissions-auctions-to-wider-customer-base.html,,EEX & Belektron to open emissions auctions to wider customer base,2017-02-27,http://www.ftseglobalmarkets.com/,ftseglobalmarkets.com,English,China,1,10,eu_ets_strong;carbon_terms=4,YES,1,"[""YES"", ""YES"", ""YES""]","[""Expanding auction access to more customers increases market liquidity and could drive up carbon prices."", ""Expanding auction access to more customers increases market liquidity and could drive up carbon prices."", ""Expanding auction access to more customers increases market liquidity and could drive up carbon prices.""]"
78,http://www.hedgeweek.com/2017/03/02/249185/eex-doubles-volume-agricultural-products,,EEX doubles volume in agricultural products,2017-03-02,http://www.hedgeweek.com/sites/default/files/imagecache/facebook_200_square/image_library/Graphs/Green%20up-arrow.jpg,hedgeweek.com,English,United States,1,6,eu_ets_strong,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Agricultural product volume growth at EEX may reflect sectoral demand shifts but doesn\u2019t directly signal carbon price movement."", ""Agricultural product volume growth at EEX may reflect sectoral demand shifts but doesn\u2019t directly signal carbon price movement."", ""Agricultural product volume growth at EEX may reflect sectoral demand shifts but doesn\u2019t directly signal carbon price movement.""]"
84,http://carbon-pulse.com/31463/,,COMMENT : EU ETS threat to shipping is  wake,2017-03-06,,carbon-pulse.com,English,France,1,8,eu_ets_strong;eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline\u2019s vague and incomplete phrasing makes it unclear whether it signals regulatory tightening, market uncertainty, or industry response that would impact short-term EU ETS carbon prices."", ""The headline\u2019s vague and incomplete phrasing makes it unclear whether it signals regulatory tightening, market uncertainty, or industry response that would impact short-term EU ETS carbon prices."", ""The headline\u2019s vague and incomplete phrasing makes it unclear whether it signals regulatory tightening, market uncertainty, or industry response that would impact short-term EU ETS carbon prices.""]"
90,http://www.finanznachrichten.de/nachrichten-2017-03/40128735-deutsche-post-dhl-group-commits-to-zero-emissions-logistics-by-2050-ambitious-interim-goals-for-carbon-efficiency-local-emissions-green-customer-s-256.htm,,"Deutsche Post DHL Group commits to zero emissions logistics by 2050 / Ambitious interim goals for carbon efficiency , local emissions , green customer solutions and employee engagement by 2025",2017-03-08,http://fns1.de/g/fb.png,finanznachrichten.de,English,Germany,1,3,carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""This signals increased corporate ambition to reduce emissions, potentially boosting demand for carbon credits in the EU ETS."", ""This signals increased corporate ambition to reduce emissions, potentially boosting demand for carbon credits in the EU ETS."", ""This signals increased corporate ambition to reduce emissions, potentially boosting demand for carbon credits in the EU ETS.""]"
96,https://www.bna.com/un-plan-put-n57982085024/,/un-plan-put-n57982085024/?amp=true,UN Plan Could Put EU in Holding Pattern on Aircraft Emissions,2017-03-10,,bna.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""The UN plan may delay regulatory action on aircraft emissions, potentially reducing short-term market pressure and stabilizing or slightly lowering EU ETS prices."", ""The UN plan may delay regulatory action on aircraft emissions, potentially reducing short-term market pressure and stabilizing or slightly lowering EU ETS prices."", ""The UN plan may delay regulatory action on aircraft emissions, potentially reducing short-term market pressure and stabilizing or slightly lowering EU ETS prices.""]"
102,http://www.euractiv.com/section/electricity/news/v4-energy-security-the-land-of-nuclear-and-coal/,,V4 energy security : The land of nuclear and coal – EURACTIV . com,2017-03-16,http://www.euractiv.com/wp-content/uploads/sites/2/2017/01/paks.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline suggests a focus on energy security through nuclear and coal, which may imply policy shifts that could affect carbon pricing volatility, but no direct price impact is indicated."", ""The headline suggests a focus on energy security through nuclear and coal, which may imply policy shifts that could affect carbon pricing volatility, but no direct price impact is indicated."", ""The headline suggests a focus on energy security through nuclear and coal, which may imply policy shifts that could affect carbon pricing volatility, but no direct price impact is indicated.""]"
108,https://energytransition.org/2017/03/exclusive-interview-energy-transition-architect-claude-turmes-tells-inside-story-of-eu-energy-policy/,,Exclusive interview : energy transition architect Claude Turmes tells inside story of EU energy policy – Energy Transition,2017-03-20,https://energytransition.org/wp-content/uploads/2017/03/Claude_Turmes.jpg,energytransition.org,English,,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline does not provide specific market-moving data or policy changes that directly impact short-term EU ETS carbon price dynamics."", ""The headline does not provide specific market-moving data or policy changes that directly impact short-term EU ETS carbon price dynamics."", ""The headline does not provide specific market-moving data or policy changes that directly impact short-term EU ETS carbon price dynamics.""]"
114,http://carbon-pulse.com/32376/,,"EU Market : EUAs , CERs plummet to notch 7 % weekly fall « Carbon Pulse",2017-03-24,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""A 7% weekly drop in EUA and CER prices signals weakening demand or market pessimism, likely pressuring short-term carbon prices."", ""A 7% weekly drop in EUA and CER prices signals weakening demand or market pessimism, likely pressuring short-term carbon prices."", ""A 7% weekly drop in EUA and CER prices signals weakening demand or market pessimism, likely pressuring short-term carbon prices.""]"
120,https://www.edie.net/news/11/Leaked-paper-exposes-EU-countries--abuse-of-climate-loophole/,,Leaked paper exposes EU countrie abuse of climate loophole,2017-03-27,https://edienet.s3.amazonaws.com/news/images/34674.jpg,edie.net,English,United Kingdom,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""This exposes regulatory weaknesses that could trigger market corrections and increased carbon prices as compliance becomes more urgent."", ""This exposes regulatory weaknesses that could trigger market corrections and increased carbon prices as compliance becomes more urgent."", ""This exposes regulatory weaknesses that could trigger market corrections and increased carbon prices as compliance becomes more urgent.""]"
126,https://www.neweurope.eu/article/eu-china-strengthen-climate-clean-energy-ties/,,"EU , China to strengthen climate , clean energy ties",2017-03-29,https://www.neweurope.eu/wp-content/uploads/2017/03/h_52421056.jpg,neweurope.eu,English,,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""Strengthened climate and clean energy ties between EU and China could boost demand for EU ETS carbon credits as China\u2019s emissions trading system expands."", ""Strengthened climate and clean energy ties between EU and China could boost demand for EU ETS carbon credits as China\u2019s emissions trading system expands."", ""Strengthened climate and clean energy ties between EU and China could boost demand for EU ETS carbon credits as China\u2019s emissions trading system expands.""]"
132,http://naijaoversabi.com/2017/04/01/erdogan-wants-speedy-eu-decision-on-turkeys-membership-bid.html,,Erdogan Wants Speedy EU Decision on Turkey Membership Bid,2017-04-01,,naijaoversabi.com,English,,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Turkey\u2019s potential EU membership bid could influence carbon policy alignment but doesn\u2019t directly impact short-term EU ETS pricing."", ""Turkey\u2019s potential EU membership bid could influence carbon policy alignment but doesn\u2019t directly impact short-term EU ETS pricing."", ""Turkey\u2019s potential EU membership bid could influence carbon policy alignment but doesn\u2019t directly impact short-term EU ETS pricing.""]"
138,http://www.euronews.com/2017/04/03/eu-carbon-market-installation-emissions-up-1-point-1-pct-in-2016-eu-data-analysts,,EU carbon market installation emissions up 1 . 1 pct in 2016,2017-04-03,,euronews.com,English,United States,1,6,eu_context;carbon_terms=4,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Higher installation emissions suggest increased carbon output, potentially pressuring carbon prices downward."", ""Higher installation emissions suggest increased carbon output, potentially pressuring carbon prices downward."", ""Higher installation emissions suggest increased carbon output, potentially pressuring carbon prices downward.""]"
144,https://cleantechnica.com/2017/04/05/european-coal-emissions-plunge-11-2016/,,European Coal Emissions Plunge 11 % In 2016,2017-04-05,,cleantechnica.com,English,United States,1,5,eu_context;carbon_terms=2;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Declining coal emissions signal reduced carbon demand, potentially supporting EU ETS prices."", ""Declining coal emissions signal reduced carbon demand, potentially supporting EU ETS prices."", ""Declining coal emissions signal reduced carbon demand, potentially supporting EU ETS prices.""]"
150,http://www.irishtimes.com/news/environment/irish-companies-are-polluting-more-as-eu-firms-cut-emissions-1.3040730,https://www.irishtimes.com/news/environment/irish-companies-are-polluting-more-as-eu-firms-cut-emissions-1.3040730?mode=amp,Irish companies are polluting more as EU firms cut emissions,2017-04-07,http://www.irishtimes.com/image-creator/?id=1.3040709&origw=960,irishtimes.com,English,Ireland,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Increased pollution by Irish firms may offset EU-wide emission cuts, potentially boosting carbon price demand as EU firms face tighter compliance."", ""Increased pollution by Irish firms may offset EU-wide emission cuts, potentially boosting carbon price demand as EU firms face tighter compliance."", ""Increased pollution by Irish firms may offset EU-wide emission cuts, potentially boosting carbon price demand as EU firms face tighter compliance.""]"
