_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales
2,http://carbon-pulse.com/29837/,,"EU Market : EUAs rise for 2nd day to eye €5 . 60 test , break",2017-01-31,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""YES""]","[""Rising EUA prices approaching the \u20ac5.60 level indicate strong market demand and bullish momentum in the short term."", ""Rising EUA prices approaching the \u20ac5.60 level indicate strong market demand and bullish momentum in the short term."", ""Rising EUA prices approaching the \u20ac5.60 level indicate strong market demand and bullish momentum in the short term.""]"
8,http://www.cemnet.com/News/story/161006/cembureau-calls-for-maintaining-free-eu-ets-allowances-for-best-performers.html,,Cembureau calls for maintaining free EU ETS allowances for best performers,2017-02-02,,cemnet.com,English,United States,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Maintaining free allowances for top performers reduces market pressure and may stabilize or slightly lower carbon prices in the short term."", ""Maintaining free allowances for top performers reduces market pressure and may stabilize or slightly lower carbon prices in the short term."", ""Maintaining free allowances for top performers reduces market pressure and may stabilize or slightly lower carbon prices in the short term.""]"
14,https://www.euractiv.com/section/climate-environment/opinion/what-finland-doesnt-want-you-to-know-about-its-forests/,,What Finland doesnt want you to know about its forests – EurActiv . com,2017-02-04,https://www.euractiv.com/wp-content/uploads/sites/2/2017/02/Finland-forest-Helsinki-800x450.jpg,euractiv.com,English,Germany,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific financial or policy details relevant to EU ETS pricing dynamics."", ""The headline lacks specific financial or policy details relevant to EU ETS pricing dynamics."", ""The headline lacks specific financial or policy details relevant to EU ETS pricing dynamics.""]"
20,http://www.globalcement.com/news/item/5768-cembureau-lobbies-for-revised-european-emissions-trading-scheme,,Cembureau lobbies for revised European emissions trading scheme,2017-02-07,http://www.globalcement.com/media/k2/items/cache/55c77c4359e210de61833641a929d483_M.jpg,globalcement.com,English,India,1,11,eu_ets_strong;eu_context;carbon_terms=3,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Lobbying for revisions to the EU ETS could signal regulatory uncertainty, potentially affecting short-term price stability."", ""Lobbying for revisions to the EU ETS could signal regulatory uncertainty, potentially affecting short-term price stability."", ""Lobbying for revisions to the EU ETS could signal regulatory uncertainty, potentially affecting short-term price stability.""]"
26,http://airandenvironmentmanagement.cleantechnology-business-review.com/news/statkraft-14-european-utilities-send-wakeup-call-to-european-commission-on-ets-review-090217-5735815,,Statkraft sends second wakeup call on EU Emissions Trading System,2017-02-09,,airandenvironmentmanagement.cleantechnology-business-review.com,English,United States,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Statkraft\u2019s warning signals potential tightening of emissions caps or increased demand for carbon credits, likely boosting short-term EU ETS prices."", ""Statkraft\u2019s warning signals potential tightening of emissions caps or increased demand for carbon credits, likely boosting short-term EU ETS prices."", ""Statkraft\u2019s warning signals potential tightening of emissions caps or increased demand for carbon credits, likely boosting short-term EU ETS prices.""]"
32,http://econews.com.au/53282/report-says-eu-coal-plants-should-all-close-by-2030/,,Report says EU coal plants  should all close by 2030  ,2017-02-13,http://econews.com.au/wp-content/uploads/2014/04/WWF-thermal-power-image.jpg,econews.com.au,English,Australia,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""This signals a strong policy push to phase out coal, likely increasing carbon demand and boosting EU ETS prices."", ""This signals a strong policy push to phase out coal, likely increasing carbon demand and boosting EU ETS prices."", ""This signals a strong policy push to phase out coal, likely increasing carbon demand and boosting EU ETS prices.""]"
38,http://www.ship-technology.com/news/newsshipping-industry-urges-ec-to-add-emissions-in-eu-emissions-trading-system-5739991,,Shipping industry urges EC to add emissions to EU Emissions Trading System,2017-02-15,,ship-technology.com,English,United States,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Adding shipping emissions to the EU ETS expands the market\u2019s scope, likely increasing demand and pushing prices higher in the short term."", ""Adding shipping emissions to the EU ETS expands the market\u2019s scope, likely increasing demand and pushing prices higher in the short term."", ""Adding shipping emissions to the EU ETS expands the market\u2019s scope, likely increasing demand and pushing prices higher in the short term.""]"
44,http://www.4-traders.com/news/EEX-Auction-News-German-Auction--23895294/,http://www.4-traders.com/amp/news/EEX-Auction-News-German-Auction--23895294/,EEX Auction News : German Auction,2017-02-17,,4-traders.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
50,https://www.envirotech-online.com/news/business-news/44/cefic/reform-of-eu-emissions-trading-on-the-way-eu-chemical-industry-welcomes-positive-vote-on-eu-ets/41798,,Reform of EU Emissions Trading on the way : EU Chemical Industry Welcomes Positive Vote on EU ETS Envirotech Online,2017-02-20,,envirotech-online.com,English,United Kingdom,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""The positive vote signals policy momentum that could boost carbon price expectations by tightening emissions caps or expanding coverage."", ""The positive vote signals policy momentum that could boost carbon price expectations by tightening emissions caps or expanding coverage."", ""The positive vote signals policy momentum that could boost carbon price expectations by tightening emissions caps or expanding coverage.""]"
56,http://advancedbiofuelsusa.info/europe-needs-a-higher-price-on-carbon/,,Advanced BioFuels united states » Europe Needs a Higher Price on Carbon,2017-02-22,,advancedbiofuelsusa.info,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""The call for a higher carbon price in Europe signals increased demand for carbon credits, potentially boosting EU ETS prices."", ""The call for a higher carbon price in Europe signals increased demand for carbon credits, potentially boosting EU ETS prices."", ""The call for a higher carbon price in Europe signals increased demand for carbon credits, potentially boosting EU ETS prices.""]"
