candidate,window,train_end,val_end,test_end,run_dir,tsm_path_mse,tsm_h20,tsm_h30,llm_path_mse,llm_h20,llm_h30,path_improvement_pct,h20_improvement_pct,h30_improvement_pct
baseline_regime_specific,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260319_223103_53a87b,23.25793838500977,28.18958282470703,36.62714385986328,23.250956809856216,28.265904442931955,36.661104651921086,0.0003001803099647,-0.0027074405002556,-0.0009272028468214
baseline_regime_specific,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260319_223836_2d42e3,18.59832763671875,25.401012420654297,35.6187744140625,18.63577806622867,25.41522270331303,35.793150007980785,-0.0020136450030046,-0.0005594376485238,-0.0048956090372789
baseline_regime_specific,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260319_224506_9db393,68.51536560058594,89.81409454345703,109.4663314819336,68.27788148628572,89.57287148405719,108.12623266582436,0.0034661438674157,0.0026858040558781,0.0122421094958352
baseline_regime_specific,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260319_225250_5a77f0,101.73527526855467,124.65435028076172,216.0431365966797,102.40547974686126,125.8038266695059,216.88162129857017,-0.0065877295415717,-0.0092213098552531,-0.0038810985393893
effective_retrieval_wide6,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_174901_d5259e,23.25793838500977,28.18958282470703,36.62714385986328,23.04858723009637,27.91987513514751,36.303465147557105,0.009001277389587115,0.009567636784008515,0.00883712673706094
effective_retrieval_wide6,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_175735_4cfdb4,18.59832763671875,25.401012420654297,35.6187744140625,18.627594206373335,25.40448439910627,35.772166518468495,-0.0015736129735022253,-0.00013668661683530203,-0.0043064958558887145
effective_retrieval_wide6,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_180500_a61b19,68.51536560058594,89.81409454345703,109.4663314819336,67.75452545177306,88.72976664689006,107.39073372927064,0.011104664510560025,0.012073025977479723,0.018961060671020213
effective_retrieval_wide6,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_181330_6b1127,101.73527526855467,124.65435028076172,216.0431365966797,101.6085659711771,124.35335227160428,215.4567068080623,0.0012454804593892144,0.0024146610886783826,0.0027144106397239964
effective_retrieval_wide8,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_182015_da9e9d,23.25793838500977,28.18958282470703,36.62714385986328,23.189335706871823,28.02570023188002,36.772402759211985,0.002949645708157922,0.0058135870206413864,-0.003965881148267236
effective_retrieval_wide8,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_183041_c7484b,18.59832763671875,25.401012420654297,35.6187744140625,18.62879921636714,25.42200158318852,35.728922416745526,-0.0016384042825565714,-0.0008263120456237782,-0.003092414169072022
effective_retrieval_wide8,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_183637_a4d80c,68.51536560058594,89.81409454345703,109.4663314819336,67.29018081705841,88.00714925526782,107.04032246689394,0.017881898064586066,0.020118727437762107,0.022162147778196473
effective_retrieval_wide8,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_184725_2cded6,101.73527526855467,124.65435028076172,216.0431365966797,101.7245260875976,124.66487290281144,215.6014334544157,0.00010565834641629301,-8.441439890405356e-05,0.0020445136523293828
