model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,382,20.87192153930664,4.56857967376709,3.4119198322296143,4.712919518351555
seasonal_naive,full,382,23.114802934454985,4.807785658123185,3.6630977557383697,5.0558388680014446
linear_ridge,full,382,20.891637573558686,4.570737093025444,3.3478216617311274,4.6949045001569
linear_lasso,full,382,23.27347803778573,4.8242593253043236,3.902574561154031,5.320961048117231
tsm,full,382,15.294339179992676,3.9107978343963623,2.694622755050659,3.731595352292061
TSM+LLM-COT-RF,llm_subset,4,11.90013834642023,3.4496577143856215,2.6847505289713545,3.8286705261262397
TSM+LLM-COT-RF_blend_ramp_bestval_path,llm_subset,4,15.730362910365566,3.96615215421264,3.2039310721561822,4.599257616194677
TSM+LLM-COT-RF_blend_ramp_bestval_h1,llm_subset,4,15.730362910365566,3.96615215421264,3.2039310721561822,4.599257616194677
TSM+LLM-COT-RF_blend_ramp_bestval_h5,llm_subset,4,15.730362910365566,3.96615215421264,3.2039310721561822,4.599257616194677
TSM+LLM-COT-RF_blend_ramp_bestval_h20,llm_subset,4,15.730362910365566,3.96615215421264,3.2039310721561822,4.599257616194677
TSM+LLM-COT-RF_blend_ramp_bestval_h30,llm_subset,4,15.730362910365566,3.96615215421264,3.2039310721561822,4.599257616194677
naive_persistence_llm_subset,llm_subset,4,15.779020309448242,3.9722814559936523,3.2141668796539307,4.63210716843605
seasonal_naive_llm_subset,llm_subset,4,21.966317297964512,4.6868237963427335,4.083000310262045,5.8269445642883815
linear_ridge_llm_subset,llm_subset,4,24.04404790357609,4.903473045054504,3.9000109990437823,5.654060024008924
linear_lasso_llm_subset,llm_subset,4,16.30429753974992,4.037858038583071,3.368617375691732,4.78797210005774
tsm_llm_subset,llm_subset,4,19.20016098022461,4.38179874420166,3.5351881980895996,5.094330757856369
