model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,382,20.87192153930664,4.56857967376709,3.4119198322296143,4.712919518351555
seasonal_naive,full,382,23.114802934454985,4.807785658123185,3.6630977557383697,5.0558388680014446
linear_ridge,full,382,20.891637573558686,4.570737093025444,3.3478216617311274,4.6949045001569
linear_lasso,full,382,23.27347803778573,4.8242593253043236,3.902574561154031,5.320961048117231
tsm,full,382,15.294339179992676,3.9107978343963623,2.694622755050659,3.731595352292061
naive_persistence_llm_subset,llm_subset,10,6.006074905395508,2.4507293701171875,2.0134334564208984,2.923065796494484
seasonal_naive_llm_subset,llm_subset,10,6.3993913287500614,2.5297018260558026,2.0841672007242837,3.020239916135339
linear_ridge_llm_subset,llm_subset,10,8.035565927147594,2.8347073794569333,2.2756816864013674,3.3491077580977953
linear_lasso_llm_subset,llm_subset,10,4.783054631348932,2.1870195772669554,1.7879462178548178,2.578316981734001
tsm_llm_subset,llm_subset,10,2.677306652069092,1.6362477540969849,1.1426748037338257,1.6245247796177864
