Price,Close,High,Low,Open,Volume
Ticker,KCCA,KCCA,KCCA,KCCA,KCCA
Date,,,,,
2021-10-05,19.411258697509766,19.575950696527833,19.08935946628958,19.08935946628958,73600
2021-10-06,18.89023208618164,19.968968115130508,18.89023208618164,19.411260136044827,143800
2021-10-07,18.35423469543457,18.715061340809008,18.318301526359345,18.685116557297697,46300
2021-10-08,18.022602081298828,18.45304757426297,17.97394252893048,18.43059041766655,36500
2021-10-11,18.23595428466797,18.273383832223765,18.071260848592743,18.071260848592743,21200
2021-10-12,18.490478515625,18.69260006386357,18.273383149939196,18.430590385064374,37700
2021-10-13,18.60052490234375,18.767462926485212,18.52791037434298,18.715060984184827,32000
2021-10-14,18.605764389038086,18.71506027249285,18.52790966976792,18.71506027249285,33900
2021-10-15,18.584054946899414,18.715059794321366,18.557853977415025,18.715059794321366,20000
2021-10-18,18.677629470825195,18.752488564619533,18.595282754236596,18.752488564619533,15000
2021-10-19,18.715059280395508,18.730031670502793,18.56533823501406,18.715059280395508,65900
2021-10-20,18.819862365722656,18.85729333942017,18.75623185220536,18.812376170983153,55100
2021-10-21,19.35137176513672,19.740645344546003,18.84232191942392,18.93963960035338,249500
2021-10-22,19.957740783691406,20.092489450317238,19.46366329129392,19.830478312749882,38600
2021-10-25,20.18980598449707,20.219750765522683,20.08500210659892,20.17483502183001,54800
2021-10-26,20.15986442565918,20.526679458797062,19.95025522336073,20.399416983802624,296200
2021-10-27,19.793794631958008,20.159861419266708,19.628353010783393,19.837962181823325,116900
2021-10-28,19.77058982849121,19.867908942835086,19.658299750887036,19.867908942835086,205000
2021-10-29,20.19729232788086,20.204778523192168,19.628354334833343,19.755616799434048,302300
2021-11-01,21.185447692871094,21.237851061112462,20.257180873139383,20.466790062567494,64700
2021-11-02,21.162988662719727,21.365111638809474,21.03572620679422,21.357625444008484,530600
2021-11-03,21.11283302307129,21.222878524994943,21.07315747244975,21.20041993875943,54000
2021-11-04,20.889751434326172,21.155504955707215,20.889751434326172,21.155504955707215,46600
2021-11-05,20.89349365234375,20.953381789473045,20.698856849712083,20.796175964950827,52600
2021-11-08,21.05968475341797,21.08813172735921,20.957126865686323,21.005784998395736,106300
2021-11-09,21.31270980834961,21.36511317572622,21.118073013059494,21.17796257577562,90300
2021-11-10,21.9639949798584,22.076285056587967,21.368856002561323,21.447458913487438,93900
2021-11-11,22.413156509399414,22.53293278052701,21.91159283861044,22.038855305164233,45100
2021-11-12,22.570362091064453,22.67516739807681,22.364496716481888,22.67516739807681,49600
2021-11-15,23.498628616333008,23.595947726838435,22.592820407827517,22.592820407827517,107000
2021-11-16,22.937175750732422,23.573488039450925,22.89974620403838,23.506113713125103,108800
2021-11-17,22.937175750732422,23.034494856690024,22.495500246083445,22.97460672527215,105500
2021-11-18,23.244102478027344,23.513599781884807,22.76050542676487,22.862316534690166,87800
2021-11-19,23.064437866210938,23.461197623370204,22.98209257913687,23.371364713653623,76200
2021-11-22,23.079410552978516,23.24410255709291,23.056951968298776,23.056951968298776,141700
2021-11-23,22.714094161987305,23.086898993567587,22.577849114076226,23.079412797946148,39700
2021-11-24,19.83796501159668,22.832374824667877,19.478636176711145,22.562877484580792,357900
2021-11-26,20.40315818786621,20.919694253893876,20.02511459663057,20.02511459663057,143400
2021-11-29,20.9982967376709,21.373347556497205,20.736287040087145,20.8036613702789,82400
2021-11-30,20.728801727294922,21.05818576909422,20.189807062812758,21.013270023002647,96600
2021-12-01,20.077516555786133,20.968353830051534,20.062544164792744,20.82611897130595,95100
