28.11.2024,11:01,Auction 4. Period CAP3 EU,T3PA,successful,67.91,64.00,120.00,69.16,67.68,"3,287,500","5,596,000",120,39,4.44,"46,633","207,259","254,472","142,935","221,702",1.70,27,23,"223,254,125",EU,"2,342,895","4,074,600","6,281,675","713,055","5,093,250",,"2,207,075","1,935,435","8,217,110","19,354,350","3,157,815","11,408,880","882,830","6,451,450","1,018,650","16,943,545",0,"19,625,990","24,889,015",0,"645,145",0,"475,370","46,382,530","305,595","16,570,040","6,994,730","1,324,245",,"3,972,735","7,028,685","1,697,750","1,018,650","2,241,030",
26.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,69.37,50.00,120.00,69.65,69.06,"3,287,500","5,432,500",89,25,3.71,"61,039","226,354","303,079","193,382","310,040",1.65,24,17,"228,053,875",EU,"2,393,265","4,162,200","6,416,725","728,385","5,202,750",,"2,254,525","1,977,045","8,393,770","19,770,450","3,225,705","11,654,160","901,810","6,590,150","1,040,550","17,307,815",0,"20,047,930","25,424,105",0,"659,015",0,"485,590","47,379,710","312,165","16,926,280","7,145,110","1,352,715",,"4,058,145","7,179,795","1,734,250","1,040,550","2,289,210",
25.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,69.32,60.00,120.00,72.32,69.14,"3,287,500","5,168,000",95,33,4.52,"54,400","246,095","290,043","182,639","279,416",1.57,21,18,"227,889,500",EU,"2,391,540","4,159,200","6,412,100","727,860","5,199,000",,"2,252,900","1,975,620","8,387,720","19,756,200","3,223,380","11,645,760","901,160","6,585,400","1,039,800","17,295,340",0,"20,033,480","25,405,780",0,"658,540",0,"485,240","47,345,560","311,940","16,914,080","7,139,960","1,351,740",,"4,055,220","7,174,620","1,733,000","1,039,800","2,287,560",
22.11.2024,11:00,Auction 4. Period DE,T3PA,successful,69.71,61.00,120.00,71.05,69.52,"1,886,500","4,056,500",95,28,4.13,"42,700","176,370","176,581","94,325","130,122",2.15,23,20,"131,507,915",DE,,,,,,"131,507,915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,68.79,67.15,120.00,70.56,68.55,"3,287,500","5,683,000",95,33,4.52,"59,821","270,619","266,624","173,026","213,441",1.73,21,19,"226,147,125",EU,"2,373,255","4,127,400","6,363,075","722,295","5,159,250",,"2,235,675","1,960,515","8,323,590","19,605,150","3,198,735","11,556,720","894,270","6,535,050","1,031,850","17,163,105",0,"19,880,310","25,211,535",0,"653,505",0,"481,530","46,983,570","309,555","16,784,760","7,085,370","1,341,405",,"4,024,215","7,119,765","1,719,750","1,031,850","2,270,070",
20.11.2024,11:00,Auction 4. Period CAP3 PL,T3PA,successful,68.02,62.00,120.00,69.60,67.81,"2,833,500","4,916,500",90,25,3.91,"54,628","213,761","228,715","157,417","217,817",1.74,23,18,"192,734,670",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192,734,670",,,,,,
19.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,69.05,62.50,120.00,69.71,69.05,"3,287,500","4,469,500",97,50,4.41,"46,077","203,159","235,734","164,375","223,358",1.36,22,20,"227,001,875",EU,"2,382,225","4,143,000","6,387,125","725,025","5,178,750",,"2,244,125","1,967,925","8,355,050","19,679,250","3,210,825","11,600,400","897,650","6,559,750","1,035,750","17,227,975",0,"19,955,450","25,306,825",0,"655,975",0,"483,350","47,161,150","310,725","16,848,200","7,112,150","1,346,475",,"4,039,425","7,146,675","1,726,250","1,035,750","2,278,650",
18.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,67.70,61.50,120.00,67.98,67.40,"3,287,500","5,351,500",102,29,4.43,"52,466","232,674","245,658","182,639","231,174",1.63,23,18,"222,563,750",EU,"2,335,650","4,062,000","6,262,250","710,850","5,077,500",,"2,200,250","1,929,450","8,191,700","19,294,500","3,148,050","11,373,600","880,100","6,431,500","1,015,500","16,891,150",0,"19,565,300","24,812,050",0,"643,150",0,"473,900","46,239,100","304,650","16,518,800","6,973,100","1,320,150",,"3,960,450","7,006,950","1,692,500","1,015,500","2,234,100",
15.11.2024,11:00,Auction 4. Period DE,T3PA,successful,66.78,61.50,120.00,68.63,66.72,"1,886,500","3,121,500",89,42,4.24,"35,073","148,643","161,375","99,289","119,880",1.65,21,19,"125,980,470",DE,,,,,,"125,980,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,67.15,61.50,120.00,67.90,66.92,"3,287,500","5,440,500",110,30,4.78,"49,459","236,543","291,396","182,639","281,387",1.65,23,18,"220,755,625",EU,"2,316,675","4,029,000","6,211,375","705,075","5,036,250",,"2,182,375","1,913,775","8,125,150","19,137,750","3,122,475","11,281,200","872,950","6,379,250","1,007,250","16,753,925",0,"19,406,350","24,610,475",0,"637,925",0,"470,050","45,863,450","302,175","16,384,600","6,916,450","1,309,425",,"3,928,275","6,950,025","1,678,750","1,007,250","2,215,950",
13.11.2024,11:00,EUAA Auction CAP3 EU,EAA3,successful,65.86,61.00,120.00,66.50,65.70,"899,500","2,363,000",60,19,4.29,"39,383","168,786","150,391","99,944","94,072",2.63,14,9,"59,241,070",EU,"1,613,570","2,173,380","625,670","428,090","724,460",,"1,844,080","197,580","3,885,740","10,965,690","1,514,780","8,199,570","592,740","691,530","1,415,990",,"724,460","9,055,750",,0,"296,370","230,510","428,090",,"493,950",,"3,062,490","3,095,420",,"2,799,050","1,284,270","2,766,120","65,860","65,860",
12.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,65.92,60.50,120.00,66.32,65.71,"3,287,500","5,250,000",113,37,4.35,"46,460","201,923","243,207","156,548","225,583",1.60,26,21,"216,712,000",EU,"2,274,240","3,955,200","6,097,600","692,160","4,944,000",,"2,142,400","1,878,720","7,976,320","18,787,200","3,065,280","11,074,560","856,960","6,262,400","988,800","16,447,040",0,"19,050,880","24,159,680",0,"626,240",0,"461,440","45,023,360","296,640","16,084,480","6,789,760","1,285,440",,"3,856,320","6,822,720","1,648,000","988,800","2,175,360",
11.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,67.60,60.50,120.00,68.03,67.59,"3,287,500","4,630,000",104,52,4.52,"44,519","201,304","248,886","173,026","241,970",1.41,23,19,"222,235,000",EU,"2,332,200","4,056,000","6,253,000","709,800","5,070,000",,"2,197,000","1,926,600","8,179,600","19,266,000","3,143,400","11,356,800","878,800","6,422,000","1,014,000","16,866,200",0,"19,536,400","24,775,400",0,"642,200",0,"473,200","46,170,800","304,200","16,494,400","6,962,800","1,318,200",,"3,954,600","6,996,600","1,690,000","1,014,000","2,230,800",
08.11.2024,11:00,Auction 4. Period DE,T3PA,successful,66.20,60.50,120.00,66.50,65.97,"1,886,500","4,022,000",100,28,4.55,"40,220","182,818","172,735","110,971","148,725",2.13,22,17,"124,886,300",DE,,,,,,"124,886,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,65.35,60.50,120.00,66.15,65.10,"3,287,500","5,378,000",112,31,4.67,"48,018","224,083","262,602","173,026","252,837",1.64,24,19,"214,838,125",EU,"2,254,575","3,921,000","6,044,875","686,175","4,901,250",,"2,123,875","1,862,475","7,907,350","18,624,750","3,038,775","10,978,800","849,550","6,208,250","980,250","16,304,825",0,"18,886,150","23,950,775",0,"620,825",0,"457,450","44,634,050","294,075","15,945,400","6,731,050","1,274,325",,"3,822,975","6,763,725","1,633,750","980,250","2,156,550",
06.11.2024,11:00,Auction 4. Period CAP3 PL,T3PA,successful,62.94,60.00,120.00,63.58,62.89,"2,833,500","4,476,500",99,47,4.13,"45,217","186,521","232,783","149,132","226,584",1.58,24,19,"178,340,490",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"178,340,490",,,,,,
05.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,65.06,60.00,120.00,65.35,64.87,"3,287,500","4,682,500",104,30,4.33,"45,024","195,104","273,486","219,167","311,360",1.42,24,15,"213,884,750",EU,"2,244,570","3,903,600","6,018,050","683,130","4,879,500",,"2,114,450","1,854,210","7,872,260","18,542,100","3,025,290","10,930,080","845,780","6,180,700","975,900","16,232,470",0,"18,802,340","23,844,490",0,"618,070",0,"455,420","44,435,980","292,770","15,874,640","6,701,180","1,268,670",,"3,806,010","6,733,710","1,626,500","975,900","2,146,980",
04.11.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,64.68,60.00,120.00,64.90,64.33,"3,287,500","5,518,500",105,30,4.38,"52,557","229,938","298,402","193,382","270,036",1.68,24,17,"212,635,500",EU,"2,231,460","3,880,800","5,982,900","679,140","4,851,000",,"2,102,100","1,843,380","7,826,280","18,433,800","3,007,620","10,866,240","840,840","6,144,600","970,200","16,137,660",0,"18,692,520","23,705,220",0,"614,460",0,"452,760","44,176,440","291,060","15,781,920","6,662,040","1,261,260",,"3,783,780","6,694,380","1,617,000","970,200","2,134,440",
01.11.2024,11:00,Auction 4. Period DE,T3PA,successful,64.46,60.00,120.00,64.96,64.26,"1,886,500","3,765,500",79,23,3.95,"47,665","188,275","192,437","134,750","193,441",2.00,20,14,"121,603,790",DE,,,,,,"121,603,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,64.78,60.50,120.00,65.51,64.62,"3,287,500","4,960,000",87,31,4.35,"57,011","248,000","320,617","205,469","316,641",1.51,20,16,"212,964,250",EU,"2,234,910","3,886,800","5,992,150","680,190","4,858,500",,"2,105,350","1,846,230","7,838,380","18,462,300","3,012,270","10,883,040","842,140","6,154,100","971,700","16,162,610",0,"18,721,420","23,741,870",0,"615,410",0,"453,460","44,244,740","291,510","15,806,320","6,672,340","1,263,210",,"3,789,630","6,704,730","1,619,500","971,700","2,137,740",
29.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,66.42,60.00,120.00,67.22,66.11,"3,287,500","5,409,000",93,27,4.43,"58,161","257,571","258,557","273,958","279,811",1.65,21,12,"218,355,750",EU,"2,291,490","3,985,200","6,143,850","697,410","4,981,500",,"2,158,650","1,892,970","8,036,820","18,929,700","3,088,530","11,158,560","863,460","6,309,900","996,300","16,571,790",0,"19,195,380","24,342,930",0,"630,990",0,"464,940","45,364,860","298,890","16,206,480","6,841,260","1,295,190",,"3,885,570","6,874,470","1,660,500","996,300","2,191,860",
28.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,64.38,60.50,120.00,65.15,64.43,"3,287,500","4,689,500",105,60,4.57,"44,662","203,891","231,682","156,548","206,888",1.43,23,21,"211,649,250",EU,"2,221,110","3,862,800","5,955,150","675,990","4,828,500",,"2,092,350","1,834,830","7,789,980","18,348,300","2,993,670","10,815,840","836,940","6,116,100","965,700","16,062,810",0,"18,605,820","23,595,270",0,"611,610",0,"450,660","43,971,540","289,710","15,708,720","6,631,140","1,255,410",,"3,766,230","6,663,330","1,609,500","965,700","2,124,540",
25.10.2024,11:00,Auction 4. Period DE,T3PA,successful,66.32,60.50,120.00,66.60,66.19,"1,886,500","3,758,500",109,38,5.19,"34,482","178,976","194,072","104,806","183,013",1.99,21,18,"125,112,680",DE,,,,,,"125,112,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,64.60,60.00,120.00,64.75,64.32,"3,287,500","5,151,500",107,29,4.65,"48,145","223,978","268,798","219,167","285,711",1.57,23,15,"212,372,500",EU,"2,228,700","3,876,000","5,975,500","678,300","4,845,000",,"2,099,500","1,841,100","7,816,600","18,411,000","3,003,900","10,852,800","839,800","6,137,000","969,000","16,117,700",0,"18,669,400","23,675,900",0,"613,700",0,"452,200","44,121,800","290,700","15,762,400","6,653,800","1,259,700",,"3,779,100","6,686,100","1,615,000","969,000","2,131,800",
23.10.2024,11:00,Auction 4. Period CAP3 PL,T3PA,successful,63.75,59.99,120.00,64.39,63.44,"2,833,500","4,961,500",110,33,4.40,"45,105","198,460","188,564","157,417","179,234",1.75,25,18,"180,635,625",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,635,625",,,,,,
22.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,61.22,59.61,120.00,61.67,61.01,"3,287,500","5,257,000",102,31,4.25,"51,539","219,042","250,809","182,639","238,937",1.60,24,18,"201,260,750",EU,"2,112,090","3,673,200","5,662,850","642,810","4,591,500",,"1,989,650","1,744,770","7,407,620","17,447,700","2,846,730","10,284,960","795,860","5,815,900","918,300","15,274,390",0,"17,692,580","22,437,130",0,"581,590",0,"428,540","41,813,260","275,490","14,937,680","6,305,660","1,193,790",,"3,581,370","6,336,270","1,530,500","918,300","2,020,260",
21.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,62.30,59.99,120.00,62.71,62.06,"3,287,500","5,213,000",99,28,4.30,"52,657","226,652","258,969","193,382","245,486",1.59,23,17,"204,811,250",EU,"2,149,350","3,738,000","5,762,750","654,150","4,672,500",,"2,024,750","1,775,550","7,538,300","17,755,500","2,896,950","10,466,400","809,900","5,918,500","934,500","15,543,850",0,"18,004,700","22,832,950",0,"591,850",0,"436,100","42,550,900","280,350","15,201,200","6,416,900","1,214,850",,"3,644,550","6,448,050","1,557,500","934,500","2,055,900",
18.10.2024,11:00,Auction 4. Period DE,T3PA,successful,61.90,60.00,120.00,62.34,61.72,"1,886,500","3,810,500",107,29,4.46,"35,612","158,771","158,085","110,971","151,749",2.02,24,17,"116,774,350",DE,,,,,,"116,774,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,63.10,59.99,120.00,63.36,62.76,"3,287,500","5,544,500",118,32,4.37,"46,987","205,352","251,967","173,026","219,743",1.69,27,19,"207,441,250",EU,"2,176,950","3,786,000","5,836,750","662,550","4,732,500",,"2,050,750","1,798,350","7,635,100","17,983,500","2,934,150","10,600,800","820,300","5,994,500","946,500","15,743,450",0,"18,235,900","23,126,150",0,"599,450",0,"441,700","43,097,300","283,950","15,396,400","6,499,300","1,230,450",,"3,691,350","6,530,850","1,577,500","946,500","2,082,300",
16.10.2024,11:00,EUAA Auction DE,EAA3,successful,64.14,60.00,120.00,64.22,63.53,"1,061,000","3,212,000",78,9,5.20,"41,179","214,133","144,408","176,833","63,210",3.03,15,6,"68,052,540",DE,,,,,,"68,052,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,64.08,60.00,120.00,64.56,64.04,"3,287,500","4,893,000",98,40,4.90,"49,929","244,650","294,203","205,469","289,258",1.49,20,16,"210,663,000",EU,"2,210,760","3,844,800","5,927,400","672,840","4,806,000",,"2,082,600","1,826,280","7,753,680","18,262,800","2,979,720","10,765,440","833,040","6,087,600","961,200","15,987,960",0,"18,519,120","23,485,320",0,"608,760",0,"448,560","43,766,640","288,360","15,635,520","6,600,240","1,249,560",,"3,748,680","6,632,280","1,602,000","961,200","2,114,640",
14.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,65.00,60.00,120.00,65.08,64.66,"3,287,500","6,131,000",110,25,5.00,"55,736","278,682","277,328","252,885","252,896",1.86,22,13,"213,687,500",EU,"2,242,500","3,900,000","6,012,500","682,500","4,875,000",,"2,112,500","1,852,500","7,865,000","18,525,000","3,022,500","10,920,000","845,000","6,175,000","975,000","16,217,500",0,"18,785,000","23,822,500",0,"617,500",0,"455,000","44,395,000","292,500","15,860,000","6,695,000","1,267,500",,"3,802,500","6,727,500","1,625,000","975,000","2,145,000",
11.10.2024,11:00,Auction 4. Period DE,T3PA,successful,63.71,59.99,120.00,63.83,63.41,"1,886,500","3,826,500",116,29,4.64,"32,987","153,060","176,265","110,971","154,418",2.03,25,17,"120,188,915",DE,,,,,,"120,188,915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,63.30,58.00,120.00,63.38,62.94,"3,287,500","5,543,500",109,24,4.54,"50,858","230,979","265,256","234,821","230,800",1.69,24,14,"208,098,750",EU,"2,183,850","3,798,000","5,855,250","664,650","4,747,500",,"2,057,250","1,804,050","7,659,300","18,040,500","2,943,450","10,634,400","822,900","6,013,500","949,500","15,793,350",0,"18,293,700","23,199,450",0,"601,350",0,"443,100","43,233,900","284,850","15,445,200","6,519,900","1,234,350",,"3,703,050","6,551,550","1,582,500","949,500","2,088,900",
09.10.2024,11:00,Auction 4. Period CAP3 PL,T3PA,successful,61.18,58.99,120.00,61.70,61.17,"2,833,500","3,927,000",107,49,4.46,"36,701","163,625","173,745","149,132","180,737",1.39,24,19,"173,353,530",PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173,353,530",,,,,,
08.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,59.85,57.57,120.00,60.28,59.72,"3,287,500","5,138,000",110,36,4.40,"46,709","205,520","264,941","156,548","250,186",1.56,25,21,"196,756,875",EU,"2,064,825","3,591,000","5,536,125","628,425","4,488,750",,"1,945,125","1,705,725","7,241,850","17,057,250","2,783,025","10,054,800","778,050","5,685,750","897,750","14,932,575",0,"17,296,650","21,935,025",0,"568,575",0,"418,950","40,877,550","269,325","14,603,400","6,164,550","1,167,075",,"3,501,225","6,194,475","1,496,250","897,750","1,975,050",
07.10.2024,11:01,Auction 4. Period CAP3 EU,T3PA,successful,60.15,58.05,120.00,60.56,60.06,"3,287,500","5,185,500",112,42,5.09,"46,299","235,705","335,412","164,375","302,350",1.58,22,20,"197,743,125",EU,"2,075,175","3,609,000","5,563,875","631,575","4,511,250",,"1,954,875","1,714,275","7,278,150","17,142,750","2,796,975","10,105,200","781,950","5,714,250","902,250","15,007,425",0,"17,383,350","22,044,975",0,"571,425",0,"421,050","41,082,450","270,675","14,676,600","6,195,450","1,172,925",,"3,518,775","6,225,525","1,503,750","902,250","1,984,950",
04.10.2024,11:00,Auction 4. Period DE,T3PA,successful,61.03,59.05,120.00,62.71,60.92,"1,886,500","3,497,500",83,36,4.37,"42,139","184,079","172,230","110,971","165,082",1.85,19,17,"115,133,095",DE,,,,,,"115,133,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,62.02,60.11,120.00,62.84,62.04,"3,287,500","4,633,000",96,54,4.80,"48,260","231,650","269,763","182,639","248,650",1.41,20,18,"203,890,750",EU,"2,139,690","3,721,200","5,736,850","651,210","4,651,500",,"2,015,650","1,767,570","7,504,420","17,675,700","2,883,930","10,419,360","806,260","5,891,900","930,300","15,473,990",0,"17,923,780","22,730,330",0,"589,190",0,"434,140","42,359,660","279,090","15,132,880","6,388,060","1,209,390",,"3,628,170","6,419,070","1,550,500","930,300","2,046,660",
02.10.2024,11:00,Auction 4. Period CAP3 NIR,T3PA,successful,62.89,61.05,120.00,63.66,62.82,"926,500","2,247,000",68,30,4.53,"33,044","149,800","184,756","71,269","48,009",2.43,15,13,"58,267,585",XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,267,585"
01.10.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,63.19,61.15,120.00,63.76,63.22,"3,287,500","4,162,000",111,59,4.27,"37,495","160,077","201,181","156,548","200,253",1.27,26,21,"207,737,125",EU,"2,180,055","3,791,400","5,845,075","663,495","4,739,250",,"2,053,675","1,800,915","7,645,990","18,009,150","2,938,335","10,615,920","821,470","6,003,050","947,850","15,765,905",0,"18,261,910","23,159,135",0,"600,305",0,"442,330","43,158,770","284,355","15,418,360","6,508,570","1,232,205",,"3,696,615","6,540,165","1,579,750","947,850","2,085,270",
30.09.2024,11:00,Auction 4. Period CAP3 EU,T3PA,successful,65.69,64.05,120.00,66.25,65.52,"3,287,500","5,306,500",106,37,4.61,"50,061","230,717","250,097","156,548","215,983",1.61,23,21,"215,955,875",EU,"2,266,305","3,941,400","6,076,325","689,745","4,926,750",,"2,134,925","1,872,165","7,948,490","18,721,650","3,054,585","11,035,920","853,970","6,240,550","985,350","16,389,655",0,"18,984,410","24,075,385",0,"624,055",0,"459,830","44,866,270","295,605","16,028,360","6,766,070","1,280,955",,"3,842,865","6,798,915","1,642,250","985,350","2,167,770",
