model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,143,22.6052188873291,4.754494667053223,3.567286491394043,8.45675840973854
seasonal_naive,full,143,24.247003900295326,4.924124683666665,3.7652353580181415,8.950293613332978
linear_ridge,full,143,22.43631246077974,4.736698476869701,3.6875127774574263,9.618852282144093
linear_lasso,full,143,29.454318927257212,5.427183332747956,4.360135123779724,11.564957841517202
tsm,full,143,22.653820037841797,4.759603023529053,3.775571346282959,9.174352139234543
naive_persistence_llm_subset,llm_subset,143,22.6052188873291,4.754494667053223,3.567286491394043,8.45675840973854
seasonal_naive_llm_subset,llm_subset,143,24.247003900295326,4.924124683666665,3.7652353580181415,8.950293613332978
linear_ridge_llm_subset,llm_subset,143,22.43631246077974,4.736698476869701,3.6875127774574263,9.618852282144093
linear_lasso_llm_subset,llm_subset,143,29.454318927257212,5.427183332747956,4.360135123779724,11.564957841517202
tsm_llm_subset,llm_subset,143,22.653820037841797,4.759603023529053,3.775571346282959,9.174352139234543
