model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,144,32.05109405517578,5.661368370056152,3.575324058532715,6.442694365978241
seasonal_naive,full,144,34.23765341765504,5.851295020562119,3.798430501090156,6.828057426133436
linear_ridge,full,144,22.486069085158693,4.741947815524617,2.789278064833747,5.048806555563345
linear_lasso,full,144,24.239772197696304,4.923390315392058,2.9149091535144382,5.219934692952372
tsm,full,144,26.850793838500977,5.181775093078613,3.178436040878296,5.711892619729042
linear_ridge+LLM-COT-RF-HDELTA,llm_subset,6,8.185733962654396,2.861072170123361,2.338384525110103,3.979341471762937
naive_persistence_llm_subset,llm_subset,6,8.447502136230469,2.906458616256714,1.9371110200881958,3.1786758452653885
seasonal_naive_llm_subset,llm_subset,6,16.60907069918127,4.075422763245706,2.9330001407199435,4.862100961556632
linear_ridge_llm_subset,llm_subset,6,7.752881248762989,2.7843996208811315,2.225035074022081,3.763720332042777
linear_lasso_llm_subset,llm_subset,6,9.733086035420436,3.119789421646986,2.1901425043741862,3.6081273173329786
tsm_llm_subset,llm_subset,6,9.543584823608398,3.0892693996429443,2.292832851409912,3.8248542696237564
