run_id,forecast_made_on,latest_observed_date,latest_observed_price,target_date,step_index,actual,base_tsm_forecast,llm_tsm_forecast,model_version,model_commit,data_version,is_realized,generated_at,record_source,source_run_id
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-10-18,1,69.3499984741211,69.47174072265625,69.47174072265625,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-10-19,2,69.34000396728516,70.39295959472656,70.39295959472656,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-10-20,3,67.00000762939453,71.21561431884766,71.21561431884766,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-10-21,4,67.87000274658203,71.212158203125,71.212158203125,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-10-24,5,68.72000122070312,70.9064712524414,70.9064712524414,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-10-25,6,71.20000457763672,71.22599029541016,71.2497322921753,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-10-26,7,75.12000274658203,69.58443450927734,69.63082413228352,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-10-27,8,75.1500015258789,69.66332244873047,69.73298577117919,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-10-28,9,77.10000610351562,70.15703582763672,70.25057854207357,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-10-31,10,77.51000213623047,70.32714080810547,70.44435270945232,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-11-01,11,77.04000091552734,70.9140853881836,71.05591355895996,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-11-02,12,74.21000671386719,70.3836441040039,70.54787260691324,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-11-03,13,73.18000030517578,69.56829071044922,69.75380615234374,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-11-04,14,72.79000091552734,71.07630157470703,71.28953047943115,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-11-07,15,73.24000549316406,71.16608428955078,71.40330457051596,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-11-08,16,72.68000030517578,70.50306701660156,70.76157826232911,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-11-09,17,73.39000701904297,70.00106811523438,70.28107238769532,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
20260331_214230_22bef9:backfill:2022-10-17,2022-10-17,2022-10-17,69.35,2022-11-10,18,71.85000610351562,70.10688018798828,70.41067666880289,uk_ets_llm_27b_live_reference,9bcee07a,2022-10-17,True,2026-03-31T21:42:30.091287,historical_backfill,20260331_214230_22bef9
