candidate,window,train_end,val_end,test_end,run_dir,tsm_path_mse,tsm_h20,tsm_h30,llm_path_mse,llm_h20,llm_h30,path_improvement_pct,h20_improvement_pct,h30_improvement_pct
baseline_regime_specific,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260319_223103_53a87b,23.25793838500977,28.18958282470703,36.62714385986328,23.250956809856216,28.265904442931955,36.661104651921086,0.0003001803099647,-0.0027074405002556,-0.0009272028468214
baseline_regime_specific,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260319_223836_2d42e3,18.59832763671875,25.401012420654297,35.6187744140625,18.63577806622867,25.41522270331303,35.793150007980785,-0.0020136450030046,-0.0005594376485238,-0.0048956090372789
baseline_regime_specific,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260319_224506_9db393,68.51536560058594,89.81409454345703,109.4663314819336,68.27788148628572,89.57287148405719,108.12623266582436,0.0034661438674157,0.0026858040558781,0.0122421094958352
baseline_regime_specific,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260319_225250_5a77f0,101.73527526855467,124.65435028076172,216.0431365966797,102.40547974686126,125.8038266695059,216.88162129857017,-0.0065877295415717,-0.0092213098552531,-0.0038810985393893
discrete_residual_balanced,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_113359_63ca63,23.25793838500977,28.18958282470703,36.62714385986328,23.254246134501297,28.183780169016508,36.622350647893015,0.00015875226975625711,0.000205843971746833,0.00013086502154269208
discrete_residual_balanced,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_114115_4584bd,18.59832763671875,25.401012420654297,35.6187744140625,18.620994217801233,25.456855079359684,35.622838723777036,-0.0012187429711547626,-0.002198442242403731,-0.00011410582709237005
discrete_residual_balanced,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_115855_f1ff06,68.51536560058594,89.81409454345703,109.4663314819336,68.75180528242919,90.24814640194202,109.98255475726702,-0.0034509000976743476,-0.004832781098460748,-0.004715817807584344
discrete_residual_balanced,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_121549_2fe539,101.73527526855467,124.65435028076172,216.0431365966797,101.93969599485467,125.05971690272531,216.3173678670913,-0.002009339688327172,-0.003251925191945393,-0.0012693357203175104
discrete_residual_long_only,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_122050_f74345,23.25793838500977,28.18958282470703,36.62714385986328,23.25193898041656,28.16459200394603,36.62201416093756,0.0002579508335560643,0.0008865268037629992,0.00014005184093379697
discrete_residual_long_only,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_122741_73d77c,18.59832763671875,25.401012420654297,35.6187744140625,18.60820311928198,25.41727036092938,35.638401451565564,-0.0005309876649195466,-0.0006400508769430768,-0.0005510306804750176
discrete_residual_long_only,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_124507_97dc16,68.51536560058594,89.81409454345703,109.4663314819336,68.74754774486628,90.09313251427712,110.16452582408724,-0.0033887602035704845,-0.003106839435820019,-0.00637816516459111
discrete_residual_long_only,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_130626_2dfc6b,101.73527526855467,124.65435028076172,216.0431365966797,101.94629354830114,125.01523363807767,216.45568226669488,-0.0020741898932246094,-0.0028950723059655292,-0.0019095523075345344
