url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,relevance_score,relevance_hits
http://pt.euronews.com/2017/01/09/volkswagen-alto-quadro-do-grupo-alemao-detido-pelo-fbi-nos-eua,,Volkswagen : Alto quadro do grupo alemão detido pelo FBI nos EUA,2017-01-09 14:45:00+00:00,http://static.euronews.com/articles/354417/1000x563_354417.jpg,pt.euronews.com,English,United States,8,eu_ets_strong;eu_context
http://pt.euronews.com/2017/01/09/eua-fiat-chrysler-investe-mil-milhes-de-dolares-e-cria-dois-mil-novos-postos-de,,EUA : Fiat Chrysler investe mil milhões de dólares e cria dois mil novos postos de trabalho,2017-01-09 18:00:00+00:00,http://static.euronews.com/articles/354446/1000x563_354446.jpg,pt.euronews.com,English,United States,6,eu_ets_strong
http://pt.euronews.com/2017/01/10/eua-sancionam-cinco-russos-por-abusos-de-direitos-humanos,,EUA sancionam cinco russos por abusos de Direitos Humanos,2017-01-10 10:00:00+00:00,http://static.euronews.com/articles/354493/1000x563_354493.jpg,pt.euronews.com,English,United States,6,eu_ets_strong
http://pt.euronews.com/2017/01/10/eua-dizem-que-grupo-estado-islamico-tem-os-dias-contados-no-leste-de-mossul,,EUA dizem que grupo Estado Islâmico tem  os dias contados  no leste de Mossul,2017-01-10 10:00:00+00:00,http://static.euronews.com/articles/354496/1000x563_354496.jpg,pt.euronews.com,English,United States,6,eu_ets_strong
http://pt.euronews.com/2017/01/11/eua-pena-de-morte-para-responsavel-por-massacre-racista-em-igreja-da-carolina,,EUA : pena de morte para responsável por massacre racista em igreja da Carolina do Sul,2017-01-11 03:45:00+00:00,http://static.euronews.com/articles/354600/1000x563_354600.jpg,pt.euronews.com,English,United States,6,eu_ets_strong
http://pt.euronews.com/2017/01/11/denuncias-de-racismo-contra-escolha-de-trump-para-a-justica-dos-eua,,Denúncias de racismo contra escolha de Trump para a Justiça dos EUA,2017-01-11 03:45:00+00:00,http://static.euronews.com/articles/354605/1000x563_354605.jpg,pt.euronews.com,English,United States,8,eu_ets_strong;eu_context
http://pt.euronews.com/2017/01/11/eua-servicos-secretos-suspeitam-que-moscovo-tem-informaces-comprometedoras,,EUA : Serviços secretos suspeitam que Moscovo tem informações comprometedoras sobre Trump,2017-01-11 10:15:00+00:00,http://static.euronews.com/articles/354607/1000x563_354607.jpg,pt.euronews.com,English,United States,6,eu_ets_strong
http://www.nieuwsbank.nl/en/2017/01/11/T005.htm/Report-suggests-roadmap-for-an-Emissions-Trading-System-in-Turkey,,Report suggests roadmap for an Emissions Trading System in Turkey,2017-01-11 11:00:00+00:00,http://www.nieuwsbank.nl/images/NB.facebook.profile.pic.png,nieuwsbank.nl,English,Netherlands,9,eu_ets_strong;carbon_terms=3
http://www.4-traders.com/news/EEX-European-Energy-Exchange-Group-achieves-yet-another-record-year-in-2016--23676406/,http://m.4-traders.com/news/EEX-European-Energy-Exchange-Group-achieves-yet-another-record-year-in-2016--23676406/,EEX European Energy Exchange,2017-01-11 12:15:00+00:00,,4-traders.com,English,United States,8,eu_ets_strong;eu_context
http://www.reuters.com/article/power-eex-data-idUSL5N1EW3FV,http://mobile.reuters.com/article/amp/idUSL5N1EW3FV,Europe EEX bourse says will build on 2016 trading gains this year,2017-01-11 13:45:00+00:00,http://s4.reutersmedia.net/resources_v2/images/rcom-default.png,reuters.com,English,United States,9,eu_ets_strong;eu_context;carbon_terms=1
http://www.hedgeweek.com/2017/01/11/247477/eex-group-achieves-record-year-2016,,EEX Group achieves record year in 2016,2017-01-11 14:45:00+00:00,http://www.hedgeweek.com/sites/default/files/imagecache/facebook_200_square/image_library/Headshots3/EEX%20Peter%20Reitz_0.jpg,hedgeweek.com,English,United States,6,eu_ets_strong
http://www.mondovisione.com/media-and-resources/news/eex-group-achieves-yet-another-record-year-in-2016/,,EEX Group Achieves Yet Another Record Year In 2016,2017-01-11 15:00:00+00:00,,mondovisione.com,English,United States,6,eu_ets_strong
http://pt.euronews.com/2017/01/11/eua-volkswagen-declara-se-culpada-de-conspiracao-no-escandalo-das-emisses,,EUA : Volkswagen declara,2017-01-12 00:30:00+00:00,http://static.euronews.com/articles/354707/1000x563_354707.jpg,pt.euronews.com,English,United States,6,eu_ets_strong
http://carbon-pulse.com/28926/,,EU Market : EUAs hold ground as market steadies after volatile start to 2017 « Carbon Pulse,2017-01-12 02:15:00+00:00,,carbon-pulse.com,English,France,10,eu_ets_strong;eu_context;carbon_terms=2
http://carbon-pulse.com/28992/,,EU Market : EUAs erase week gains as traders take profits « Carbon Pulse,2017-01-12 20:45:00+00:00,,carbon-pulse.com,English,France,10,eu_ets_strong;eu_context;carbon_terms=2
http://pt.euronews.com/2017/01/12/eua-pe-fim-a-politica-de-pes-secos-pes-molhados-que-permitia-aos-clandestinos-cubanos-de-acederem-a-residencia-no-pais,,"EUA põe fim  política de  pés secos , pés molhados  que permitia aos clandestinos cubanos de acederem  residência no país",2017-01-13 00:15:00+00:00,http://static.euronews.com/articles/354830/1000x563_354830.jpg,pt.euronews.com,English,United States,7,eu_ets_strong;carbon_terms=1
http://carbon-pulse.com/29021/,,EU Market : EUAs end volatile week where they began « Carbon Pulse,2017-01-13 20:30:00+00:00,,carbon-pulse.com,English,France,10,eu_ets_strong;eu_context;carbon_terms=2
http://pt.euronews.com/2017/01/13/eua-camara-do-representantes-aprova-medida-que-inicia-processo-de-revogacao-do,,EUA : Câmara do Representantes aprova medida que inicia processo de revogação do Obamacare,2017-01-14 00:15:00+00:00,http://static.euronews.com/articles/354934/1000x563_354934.jpg,pt.euronews.com,English,United States,6,eu_ets_strong
http://www.universityworldnews.com/article.php?story=20170111121137438,,"Cut red tape and raise funding in Erasmus+ , says EUA",2017-01-15 08:15:00+00:00,,universityworldnews.com,English,United States,8,eu_ets_strong;eu_context
http://pt.euronews.com/2017/01/15/eua-ativistas-dos-direitos-civis-protestam-contra-donald-trump,,EUA : Ativistas dos direitos civis protestam contra Donald Trump,2017-01-15 09:00:00+00:00,http://static.euronews.com/articles/354993/1000x563_354993.jpg,pt.euronews.com,English,United States,6,eu_ets_strong
http://pt.euronews.com/2017/01/15/taiwan-faz-aumentar-tensao-entre-eua-e-china,,Taiwan faz aumentar tensão entre EUA e China,2017-01-15 09:00:00+00:00,http://static.euronews.com/articles/355002/1000x563_355002.jpg,pt.euronews.com,English,United States,8,eu_ets_strong;eu_context
http://carbon-pulse.com/29073/,,EU Market : EUAs plunge back below €5 as auction demand weakens « Carbon Pulse,2017-01-17 00:30:00+00:00,,carbon-pulse.com,English,France,11,eu_ets_strong;eu_context;carbon_terms=3
http://carbon-pulse.com/29146/,,More than three quarters of new entrant EUAs remain at Phase 3 ’ s halfway mark « Carbon Pulse,2017-01-17 00:30:00+00:00,,carbon-pulse.com,English,France,9,eu_ets_strong;eu_context;carbon_terms=1
http://carbon-pulse.com/29212/,,Two more suspects nabbed by authorities in EU ETS tax fraud probe « Carbon Pulse,2017-01-18 00:00:00+00:00,,carbon-pulse.com,English,France,9,eu_ets_strong;eu_context;carbon_terms=1
http://carbon-pulse.com/29209/,,"EU Market : EUAs climb back to €5 on auction , energy complex « Carbon Pulse",2017-01-18 00:00:00+00:00,,carbon-pulse.com,English,France,11,eu_ets_strong;eu_context;carbon_terms=3
http://www.tonga-broadcasting.net/?p=5111,,Government of China continues assisting the people of ‘ Eua – TBC,2017-01-18 01:00:00+00:00,,tonga-broadcasting.net,English,,8,eu_ets_strong;eu_context
http://www.baltic-course.com/eng/education/?doc=126991,,"Theresa May Brexit speech : EUA applauds focus on science , research and innovation :: The Baltic Course",2017-01-18 13:45:00+00:00,http://www.baltic-course.com/images/baltic_course_240.png,baltic-course.com,English,Latvia,8,eu_ets_strong;eu_context
http://pt.euronews.com/2017/01/18/assange-reitera-intencao-de-viajar-para-eua-apos-agraciacao-de-manning,,Assange reitera intenção de viajar para EUA após agraciação de Manning,2017-01-18 18:30:00+00:00,http://static.euronews.com/articles/355358/1000x563_355358.jpg,pt.euronews.com,English,United States,8,eu_ets_strong;eu_context
http://carbon-pulse.com/29259/,,EU Market : EUAs dip back under €5 despite lack of auction « Carbon Pulse,2017-01-18 19:15:00+00:00,,carbon-pulse.com,English,France,11,eu_ets_strong;eu_context;carbon_terms=3
http://carbon-pulse.com/29265/,,EU ETS registry to be suspended on Jan . 30 for maintenance « Carbon Pulse,2017-01-18 23:30:00+00:00,,carbon-pulse.com,English,France,9,eu_ets_strong;eu_context;carbon_terms=1
http://carbon-pulse.com/29294/,,EU Market : EUAs surge late on short,2017-01-19 18:30:00+00:00,,carbon-pulse.com,English,France,9,eu_ets_strong;eu_context;carbon_terms=1
http://pt.euronews.com/2017/01/20/mexico-extradita-narcotraficante-joaquin-el-chapo-guzman-para-os-eua,,México extradita narcotraficante Joaquin  El Chapo  Guzman para os EUA,2017-01-20 01:30:00+00:00,http://static.euronews.com/articles/355491/1000x563_355491.jpg,pt.euronews.com,English,United States,8,eu_ets_strong;eu_context
http://carbon-pulse.com/29406/,,"EU Market : Energy rise helps EUAs rally for second day , score 7 . 5 % weekly gain « Carbon Pulse",2017-01-20 23:30:00+00:00,,carbon-pulse.com,English,France,10,eu_ets_strong;eu_context;carbon_terms=2
