model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,143,22.6052188873291,4.754494667053223,3.567286491394043,8.45675840973854
seasonal_naive,full,143,24.247003900295326,4.924124683666665,3.7652353580181415,8.950293613332978
linear_ridge,full,143,21.583701120620514,4.645826204306454,3.54997831802546,9.319477614092905
linear_lasso,full,143,28.68095636322853,5.355460424952137,4.265800018577309,11.373266486885107
tsm,full,143,23.257938385009766,4.822648525238037,3.626051664352417,8.59043076634407
TSM+LLM-COT-RF-HDELTA,llm_subset,8,39.74220130639529,6.3041415994880134,5.25810582674053,12.046968935559464
naive_persistence_llm_subset,llm_subset,8,39.586936950683594,6.291815280914307,5.015874862670898,11.472166329622269
seasonal_naive_llm_subset,llm_subset,8,37.31258919543488,6.10840316248321,4.67462469736735,10.782426132399104
linear_ridge_llm_subset,llm_subset,8,23.6205429725466,4.860097012668224,3.5538420836130777,8.548308069039757
linear_lasso_llm_subset,llm_subset,8,20.98434320002622,4.5808670794977475,3.4076507568359373,8.356750967055682
tsm_llm_subset,llm_subset,8,38.99711227416992,6.244766712188721,5.2303080558776855,11.984208971261978
